fare_id,route_id,origin_id,destination_id
1,1203,343,354
1,1203,343,354
1,1203,343,354
1,1203,343,354
1,1203,364,412
1,1203,364,412
1,1203,364,412
1,1203,364,412
1,1203,364,412
1,1203,364,412
1,1203,364,412
1,1203,364,412
1,1203,364,412
1,1203,364,412
1,1203,364,412
1,1203,364,412
1,1203,364,412
1,1203,364,412
1,1203,364,412
1,1203,377,241
1,1203,377,241
1,1203,380,299
1,1203,380,299
1,1203,380,299
1,1203,380,299
1,1203,380,299
1,1203,380,299
1,1203,380,299
1,1203,380,299
1,1203,380,299
1,1203,380,299
1,1203,380,299
1,1203,380,299
1,1203,380,299
1,1203,380,299
1,1203,380,299
1,1203,380,339
1,1203,380,339
1,1203,380,339
1,1203,380,339
1,1203,380,339
1,1203,380,339
1,1203,380,339
1,1203,380,339
1,1203,380,339
1,1203,380,339
1,1203,380,339
1,1203,380,339
1,1203,380,339
1,1203,380,339
1,1203,380,339
1,1203,380,343
1,1203,380,343
1,1203,380,343
1,1203,380,343
1,1203,380,343
1,1203,380,343
1,1203,380,343
1,1203,380,343
1,1203,380,343
1,1203,380,343
1,1203,380,343
1,1203,380,343
1,1203,380,343
1,1203,380,343
1,1203,380,343
1,1203,380,354
1,1203,380,354
1,1203,380,354
1,1203,380,354
1,1203,380,354
1,1203,380,354
1,1203,380,354
1,1203,380,354
1,1203,380,354
1,1203,380,354
1,1203,380,354
1,1203,380,354
1,1203,380,354
1,1203,380,354
1,1203,380,354
1,1203,380,384
1,1203,380,384
1,1203,380,384
1,1203,380,384
1,1203,380,384
1,1203,380,384
1,1203,380,384
1,1203,380,384
1,1203,380,384
1,1203,380,384
1,1203,380,384
1,1203,380,384
1,1203,380,384
1,1203,380,384
1,1203,380,384
1,1203,384,299
1,1203,384,299
1,1203,384,299
1,1203,384,299
1,1203,384,299
1,1203,384,299
1,1203,384,299
1,1203,384,299
1,1203,384,299
1,1203,384,299
1,1203,384,299
1,1203,384,299
1,1203,384,299
1,1203,384,299
1,1203,384,299
1,1203,384,339
1,1203,384,339
1,1203,384,339
1,1203,384,339
1,1203,384,339
1,1203,384,339
1,1203,384,339
1,1203,384,339
1,1203,384,339
1,1203,384,339
1,1203,384,339
1,1203,384,339
1,1203,384,339
1,1203,384,339
1,1203,384,339
1,1203,384,343
1,1203,384,343
1,1203,384,343
1,1203,384,343
1,1203,384,343
1,1203,384,343
1,1203,384,343
1,1203,384,343
1,1203,384,343
1,1203,384,343
1,1203,384,343
1,1203,384,343
1,1203,384,343
1,1203,384,343
1,1203,384,343
1,1203,384,354
1,1203,384,354
1,1203,384,354
1,1203,384,354
1,1203,384,354
1,1203,384,354
1,1203,384,354
1,1203,384,354
1,1203,384,354
1,1203,384,354
1,1203,384,354
1,1203,384,354
1,1203,384,354
1,1203,384,354
1,1203,384,354
1,1203,421,241
1,1203,421,241
1,1203,421,274
1,1203,421,274
1,1203,421,274
1,1203,421,274
1,1203,421,274
1,1203,421,274
1,1203,421,274
1,1203,421,274
1,1203,421,274
1,1203,421,377
1,1203,421,377
1,1203,450,241
1,1203,450,241
1,1203,450,245
1,1203,450,245
1,1203,450,245
1,1203,450,245
1,1203,450,245
1,1203,450,245
1,1203,450,245
1,1203,450,245
1,1203,450,245
1,1203,450,245
1,1203,450,245
1,1203,450,245
1,1203,450,245
1,1203,450,245
1,1203,450,245
1,1203,450,274
1,1203,450,274
1,1203,450,274
1,1203,450,274
1,1203,450,274
1,1203,450,274
1,1203,450,274
1,1203,450,274
1,1203,450,274
1,1203,450,331
1,1203,450,331
1,1203,450,331
1,1203,450,331
1,1203,450,331
1,1203,450,331
1,1203,450,331
1,1203,450,331
1,1203,450,331
1,1203,450,331
1,1203,450,331
1,1203,450,331
1,1203,450,331
1,1203,450,331
1,1203,450,331
1,1203,450,377
1,1203,450,377
1,1203,450,421
1,1203,450,421
1,1203,450,421
1,1203,450,421
1,1203,450,421
1,1203,450,421
1,1203,450,421
1,1203,450,421
1,1203,450,421
1,1203,450,421
1,1203,450,421
1,1203,450,421
1,1203,450,421
1,1203,450,421
1,1203,450,421
1,1243,1,331
1,1243,1,331
1,1243,1,331
1,1243,1,331
1,1243,364,412
1,1243,364,412
1,1243,380,339
1,1243,380,339
1,1243,380,339
1,1273,1,331
1,1273,1,421
1,1273,283,298
1,1273,331,421
1,1273,364,412
1,1273,380,339
1,1286,1,213
1,1286,1,213
1,1286,1,248
1,1286,1,248
1,1286,1,305
1,1286,1,305
1,1286,1,386
1,1286,1,386
1,1286,1,391
1,1286,1,391
1,1286,1,392
1,1286,1,392
1,1286,207,393
1,1286,207,393
1,1286,229,207
1,1286,229,207
1,1286,229,252
1,1286,229,252
1,1286,229,255
1,1286,229,255
1,1286,229,316
1,1286,229,316
1,1286,229,322
1,1286,229,322
1,1286,229,336
1,1286,229,336
1,1286,229,359
1,1286,229,359
1,1286,229,393
1,1286,229,393
1,1286,248,213
1,1286,248,213
1,1286,248,305
1,1286,248,305
1,1286,248,392
1,1286,248,392
1,1286,252,207
1,1286,252,207
1,1286,252,322
1,1286,252,322
1,1286,252,336
1,1286,252,336
1,1286,252,359
1,1286,252,359
1,1286,252,393
1,1286,252,393
1,1286,255,207
1,1286,255,207
1,1286,255,252
1,1286,255,252
1,1286,255,316
1,1286,255,316
1,1286,255,322
1,1286,255,322
1,1286,255,336
1,1286,255,336
1,1286,255,359
1,1286,255,359
1,1286,255,393
1,1286,255,393
1,1286,296,207
1,1286,296,207
1,1286,296,229
1,1286,296,229
1,1286,296,252
1,1286,296,252
1,1286,296,255
1,1286,296,255
1,1286,296,316
1,1286,296,316
1,1286,296,322
1,1286,296,322
1,1286,296,336
1,1286,296,336
1,1286,296,359
1,1286,296,359
1,1286,296,393
1,1286,296,393
1,1286,305,213
1,1286,305,213
1,1286,316,207
1,1286,316,207
1,1286,316,252
1,1286,316,252
1,1286,316,322
1,1286,316,322
1,1286,316,336
1,1286,316,336
1,1286,316,359
1,1286,316,359
1,1286,316,393
1,1286,316,393
1,1286,322,207
1,1286,322,207
1,1286,322,393
1,1286,322,393
1,1286,336,207
1,1286,336,207
1,1286,336,322
1,1286,336,322
1,1286,336,359
1,1286,336,359
1,1286,336,393
1,1286,336,393
1,1286,358,207
1,1286,358,207
1,1286,358,229
1,1286,358,229
1,1286,358,252
1,1286,358,252
1,1286,358,255
1,1286,358,255
1,1286,358,296
1,1286,358,296
1,1286,358,316
1,1286,358,316
1,1286,358,322
1,1286,358,322
1,1286,358,336
1,1286,358,336
1,1286,358,359
1,1286,358,359
1,1286,358,393
1,1286,358,393
1,1286,359,207
1,1286,359,207
1,1286,359,322
1,1286,359,322
1,1286,359,393
1,1286,359,393
1,1286,386,213
1,1286,386,213
1,1286,386,248
1,1286,386,248
1,1286,386,305
1,1286,386,305
1,1286,386,391
1,1286,386,391
1,1286,386,392
1,1286,386,392
1,1286,391,213
1,1286,391,213
1,1286,391,248
1,1286,391,248
1,1286,391,305
1,1286,391,305
1,1286,391,392
1,1286,391,392
1,1286,392,213
1,1286,392,213
1,1286,392,305
1,1286,392,305
1,1286,394,286
1,1286,394,286
1,1291,1,331
1,1298,1,241
1,1298,1,241
1,1298,1,241
1,1298,1,241
1,1298,1,245
1,1298,1,245
1,1298,1,245
1,1298,1,245
1,1298,1,245
1,1298,1,245
1,1298,1,245
1,1298,1,245
1,1298,1,245
1,1298,1,245
1,1298,1,245
1,1298,1,245
1,1298,1,245
1,1298,1,245
1,1298,1,274
1,1298,1,274
1,1298,1,274
1,1298,1,274
1,1298,1,274
1,1298,1,274
1,1298,1,274
1,1298,1,274
1,1298,1,274
1,1298,1,331
1,1298,1,331
1,1298,1,331
1,1298,1,331
1,1298,1,331
1,1298,1,331
1,1298,1,331
1,1298,1,331
1,1298,1,331
1,1298,1,331
1,1298,1,331
1,1298,1,331
1,1298,1,331
1,1298,1,331
1,1298,1,377
1,1298,1,377
1,1298,1,377
1,1298,1,377
1,1298,1,421
1,1298,1,421
1,1298,1,421
1,1298,1,421
1,1298,1,421
1,1298,1,421
1,1298,1,421
1,1298,1,421
1,1298,1,421
1,1298,1,421
1,1298,1,421
1,1298,1,421
1,1298,1,421
1,1298,1,421
1,1298,1,450
1,1298,1,450
1,1298,1,450
1,1298,1,450
1,1298,1,450
1,1298,1,450
1,1298,1,450
1,1298,1,450
1,1298,1,450
1,1298,1,450
1,1298,1,450
1,1298,1,450
1,1298,1,450
1,1298,1,450
1,1298,235,283
1,1298,235,283
1,1298,235,283
1,1298,235,283
1,1298,235,283
1,1298,235,283
1,1298,235,283
1,1298,235,283
1,1298,235,283
1,1298,235,283
1,1298,235,283
1,1298,235,283
1,1298,235,283
1,1298,235,283
1,1298,235,298
1,1298,235,298
1,1298,235,298
1,1298,235,298
1,1298,235,298
1,1298,235,298
1,1298,235,298
1,1298,235,298
1,1298,235,298
1,1298,235,298
1,1298,235,298
1,1298,235,298
1,1298,235,298
1,1298,235,298
1,1298,245,241
1,1298,245,241
1,1298,245,241
1,1298,245,241
1,1298,245,274
1,1298,245,274
1,1298,245,274
1,1298,245,274
1,1298,245,274
1,1298,245,274
1,1298,245,274
1,1298,245,274
1,1298,245,274
1,1298,245,377
1,1298,245,377
1,1298,245,377
1,1298,245,377
1,1298,245,421
1,1298,245,421
1,1298,245,421
1,1298,245,421
1,1298,245,421
1,1298,245,421
1,1298,245,421
1,1298,245,421
1,1298,245,421
1,1298,245,421
1,1298,245,421
1,1298,245,421
1,1298,245,421
1,1298,245,421
1,1298,250,299
1,1298,250,299
1,1298,250,299
1,1298,250,299
1,1298,250,299
1,1298,250,299
1,1298,250,299
1,1298,250,299
1,1298,250,299
1,1298,250,299
1,1298,250,299
1,1298,250,299
1,1298,250,299
1,1298,250,299
1,1298,250,339
1,1298,250,339
1,1298,250,339
1,1298,250,339
1,1298,250,339
1,1298,250,339
1,1298,250,339
1,1298,250,339
1,1298,250,339
1,1298,250,339
1,1298,250,339
1,1298,250,339
1,1298,250,339
1,1298,250,339
1,1298,250,343
1,1298,250,343
1,1298,250,343
1,1298,250,343
1,1298,250,343
1,1298,250,343
1,1298,250,343
1,1298,250,343
1,1298,250,343
1,1298,250,343
1,1298,250,343
1,1298,250,343
1,1298,250,343
1,1298,250,343
1,1298,250,354
1,1298,250,354
1,1298,250,354
1,1298,250,354
1,1298,250,354
1,1298,250,354
1,1298,250,354
1,1298,250,354
1,1298,250,354
1,1298,250,354
1,1298,250,354
1,1298,250,354
1,1298,250,354
1,1298,250,354
1,1298,250,380
1,1298,250,380
1,1298,250,380
1,1298,250,380
1,1298,250,380
1,1298,250,380
1,1298,250,380
1,1298,250,380
1,1298,250,380
1,1298,250,380
1,1298,250,380
1,1298,250,380
1,1298,250,380
1,1298,250,380
1,1298,250,384
1,1298,250,384
1,1298,250,384
1,1298,250,384
1,1298,250,384
1,1298,250,384
1,1298,250,384
1,1298,250,384
1,1298,250,384
1,1298,250,384
1,1298,250,384
1,1298,250,384
1,1298,250,384
1,1298,250,384
1,1298,274,241
1,1298,274,241
1,1298,274,241
1,1298,274,241
1,1298,274,377
1,1298,274,377
1,1298,274,377
1,1298,274,377
1,1298,283,298
1,1298,283,298
1,1298,283,298
1,1298,283,298
1,1298,283,298
1,1298,283,298
1,1298,283,298
1,1298,283,298
1,1298,283,298
1,1298,283,298
1,1298,283,298
1,1298,283,298
1,1298,283,298
1,1298,283,298
1,1298,299,339
1,1298,299,339
1,1298,299,339
1,1298,299,339
1,1298,299,339
1,1298,299,339
1,1298,299,339
1,1298,299,339
1,1298,299,339
1,1298,299,339
1,1298,299,339
1,1298,299,339
1,1298,299,339
1,1298,299,339
1,1298,299,343
1,1298,299,343
1,1298,299,343
1,1298,299,343
1,1298,299,343
1,1298,299,343
1,1298,299,343
1,1298,299,343
1,1298,299,343
1,1298,299,343
1,1298,299,343
1,1298,299,343
1,1298,299,343
1,1298,299,343
1,1298,299,354
1,1298,299,354
1,1298,299,354
1,1298,299,354
1,1298,299,354
1,1298,299,354
1,1298,299,354
1,1298,299,354
1,1298,299,354
1,1298,299,354
1,1298,299,354
1,1298,299,354
1,1298,299,354
1,1298,299,354
1,1298,331,241
1,1298,331,241
1,1298,331,241
1,1298,331,241
1,1298,331,245
1,1298,331,245
1,1298,331,245
1,1298,331,245
1,1298,331,245
1,1298,331,245
1,1298,331,245
1,1298,331,245
1,1298,331,245
1,1298,331,245
1,1298,331,245
1,1298,331,245
1,1298,331,245
1,1298,331,245
1,1298,331,274
1,1298,331,274
1,1298,331,274
1,1298,331,274
1,1298,331,274
1,1298,331,274
1,1298,331,274
1,1298,331,274
1,1298,331,274
1,1298,331,377
1,1298,331,377
1,1298,331,377
1,1298,331,377
1,1298,331,421
1,1298,331,421
1,1298,331,421
1,1298,331,421
1,1298,331,421
1,1298,331,421
1,1298,331,421
1,1298,331,421
1,1298,331,421
1,1298,331,421
1,1298,331,421
1,1298,331,421
1,1298,331,421
1,1298,331,421
1,1298,339,354
1,1298,339,354
1,1298,339,354
1,1298,339,354
1,1298,339,354
1,1298,339,354
1,1298,339,354
1,1298,339,354
1,1298,339,354
1,1298,339,354
1,1298,339,354
1,1298,339,354
1,1298,339,354
1,1298,339,354
1,1298,343,339
1,1298,343,339
1,1298,343,339
1,1298,343,339
1,1298,343,339
1,1298,343,339
1,1298,343,339
1,1298,343,339
1,1298,343,339
1,1298,343,339
1,1298,343,339
1,1298,343,339
1,1298,343,339
1,1298,343,339
1,1298,343,354
1,1298,343,354
1,1298,343,354
1,1298,343,354
1,1298,343,354
1,1298,343,354
1,1298,343,354
1,1298,343,354
1,1298,343,354
1,1298,343,354
1,1298,343,354
1,1298,343,354
1,1298,343,354
1,1298,343,354
1,1298,377,241
1,1298,377,241
1,1298,377,241
1,1298,377,241
1,1298,380,299
1,1298,380,299
1,1298,380,299
1,1298,380,299
1,1298,380,299
1,1298,380,299
1,1298,380,299
1,1298,380,299
1,1298,380,299
1,1298,380,299
1,1298,380,299
1,1298,380,299
1,1298,380,299
1,1298,380,299
1,1298,380,339
1,1298,380,339
1,1298,380,339
1,1298,380,339
1,1298,380,339
1,1298,380,339
1,1298,380,339
1,1298,380,339
1,1298,380,339
1,1298,380,339
1,1298,380,339
1,1298,380,339
1,1298,380,339
1,1298,380,339
1,1298,380,343
1,1298,380,343
1,1298,380,343
1,1298,380,343
1,1298,380,343
1,1298,380,343
1,1298,380,343
1,1298,380,343
1,1298,380,343
1,1298,380,343
1,1298,380,343
1,1298,380,343
1,1298,380,343
1,1298,380,343
1,1298,380,354
1,1298,380,354
1,1298,380,354
1,1298,380,354
1,1298,380,354
1,1298,380,354
1,1298,380,354
1,1298,380,354
1,1298,380,354
1,1298,380,354
1,1298,380,354
1,1298,380,354
1,1298,380,354
1,1298,380,354
1,1298,380,384
1,1298,380,384
1,1298,380,384
1,1298,380,384
1,1298,380,384
1,1298,380,384
1,1298,380,384
1,1298,380,384
1,1298,380,384
1,1298,380,384
1,1298,380,384
1,1298,380,384
1,1298,380,384
1,1298,380,384
1,1298,384,299
1,1298,384,299
1,1298,384,299
1,1298,384,299
1,1298,384,299
1,1298,384,299
1,1298,384,299
1,1298,384,299
1,1298,384,299
1,1298,384,299
1,1298,384,299
1,1298,384,299
1,1298,384,299
1,1298,384,299
1,1298,384,339
1,1298,384,339
1,1298,384,339
1,1298,384,339
1,1298,384,339
1,1298,384,339
1,1298,384,339
1,1298,384,339
1,1298,384,339
1,1298,384,339
1,1298,384,339
1,1298,384,339
1,1298,384,339
1,1298,384,339
1,1298,384,343
1,1298,384,343
1,1298,384,343
1,1298,384,343
1,1298,384,343
1,1298,384,343
1,1298,384,343
1,1298,384,343
1,1298,384,343
1,1298,384,343
1,1298,384,343
1,1298,384,343
1,1298,384,343
1,1298,384,343
1,1298,384,354
1,1298,384,354
1,1298,384,354
1,1298,384,354
1,1298,384,354
1,1298,384,354
1,1298,384,354
1,1298,384,354
1,1298,384,354
1,1298,384,354
1,1298,384,354
1,1298,384,354
1,1298,384,354
1,1298,384,354
1,1298,421,241
1,1298,421,241
1,1298,421,241
1,1298,421,241
1,1298,421,274
1,1298,421,274
1,1298,421,274
1,1298,421,274
1,1298,421,274
1,1298,421,274
1,1298,421,274
1,1298,421,274
1,1298,421,274
1,1298,421,377
1,1298,421,377
1,1298,421,377
1,1298,421,377
1,1298,450,241
1,1298,450,241
1,1298,450,241
1,1298,450,241
1,1298,450,245
1,1298,450,245
1,1298,450,245
1,1298,450,245
1,1298,450,245
1,1298,450,245
1,1298,450,245
1,1298,450,245
1,1298,450,245
1,1298,450,245
1,1298,450,245
1,1298,450,245
1,1298,450,245
1,1298,450,245
1,1298,450,274
1,1298,450,274
1,1298,450,274
1,1298,450,274
1,1298,450,274
1,1298,450,274
1,1298,450,274
1,1298,450,274
1,1298,450,274
1,1298,450,331
1,1298,450,331
1,1298,450,331
1,1298,450,331
1,1298,450,331
1,1298,450,331
1,1298,450,331
1,1298,450,331
1,1298,450,331
1,1298,450,331
1,1298,450,331
1,1298,450,331
1,1298,450,331
1,1298,450,331
1,1298,450,377
1,1298,450,377
1,1298,450,377
1,1298,450,377
1,1298,450,421
1,1298,450,421
1,1298,450,421
1,1298,450,421
1,1298,450,421
1,1298,450,421
1,1298,450,421
1,1298,450,421
1,1298,450,421
1,1298,450,421
1,1298,450,421
1,1298,450,421
1,1298,450,421
1,1298,450,421
1,1315,1,331
1,1315,364,412
1,1339,1,241
1,1339,1,241
1,1339,1,241
1,1339,1,241
1,1339,1,245
1,1339,1,245
1,1339,1,245
1,1339,1,245
1,1339,1,274
1,1339,1,274
1,1339,1,274
1,1339,1,274
1,1339,1,331
1,1339,1,331
1,1339,1,331
1,1339,1,331
1,1339,1,377
1,1339,1,377
1,1339,1,377
1,1339,1,377
1,1339,1,421
1,1339,1,421
1,1339,1,421
1,1339,1,421
1,1339,1,450
1,1339,1,450
1,1339,1,450
1,1339,1,450
1,1339,245,241
1,1339,245,241
1,1339,245,241
1,1339,245,241
1,1339,245,274
1,1339,245,274
1,1339,245,274
1,1339,245,274
1,1339,245,377
1,1339,245,377
1,1339,245,377
1,1339,245,377
1,1339,245,421
1,1339,245,421
1,1339,245,421
1,1339,245,421
1,1339,250,299
1,1339,250,299
1,1339,250,299
1,1339,250,299
1,1339,250,339
1,1339,250,339
1,1339,250,339
1,1339,250,339
1,1339,250,343
1,1339,250,343
1,1339,250,343
1,1339,250,343
1,1339,250,380
1,1339,250,380
1,1339,250,380
1,1339,250,380
1,1339,250,384
1,1339,250,384
1,1339,250,384
1,1339,250,384
1,1339,274,241
1,1339,274,241
1,1339,274,241
1,1339,274,241
1,1339,274,377
1,1339,274,377
1,1339,274,377
1,1339,274,377
1,1339,299,339
1,1339,299,339
1,1339,299,339
1,1339,299,339
1,1339,299,343
1,1339,299,343
1,1339,299,343
1,1339,299,343
1,1339,331,241
1,1339,331,241
1,1339,331,241
1,1339,331,241
1,1339,331,245
1,1339,331,245
1,1339,331,245
1,1339,331,245
1,1339,331,274
1,1339,331,274
1,1339,331,274
1,1339,331,274
1,1339,331,377
1,1339,331,377
1,1339,331,377
1,1339,331,377
1,1339,331,421
1,1339,331,421
1,1339,331,421
1,1339,331,421
1,1339,343,339
1,1339,343,339
1,1339,343,339
1,1339,343,339
1,1339,377,241
1,1339,377,241
1,1339,377,241
1,1339,377,241
1,1339,380,299
1,1339,380,299
1,1339,380,299
1,1339,380,299
1,1339,380,339
1,1339,380,339
1,1339,380,339
1,1339,380,339
1,1339,380,343
1,1339,380,343
1,1339,380,343
1,1339,380,343
1,1339,380,384
1,1339,380,384
1,1339,380,384
1,1339,380,384
1,1339,384,299
1,1339,384,299
1,1339,384,299
1,1339,384,299
1,1339,384,339
1,1339,384,339
1,1339,384,339
1,1339,384,339
1,1339,384,343
1,1339,384,343
1,1339,384,343
1,1339,384,343
1,1339,421,241
1,1339,421,241
1,1339,421,241
1,1339,421,241
1,1339,421,274
1,1339,421,274
1,1339,421,274
1,1339,421,274
1,1339,421,377
1,1339,421,377
1,1339,421,377
1,1339,421,377
1,1339,450,241
1,1339,450,241
1,1339,450,241
